15.8   	0.292 	0.298 
15.9   	0.294 	0.300 
16.0   	0.296 	0.302 
16.1   	0.298 	0.304 
16.2   	0.300 	0.306 
16.3   	0.302 	0.308 
16.4   	0.303 	0.310 
16.5   	0.305 	0.312 
16.6   	0.307 	0.314 
16.7   	0.309 	0.316 
16.8   	0.311 	0.318 
16.9   	0.313 	0.320 
17.0   	0.315 	0.322 
17.1   	0.316 	0.324 
17.2   	0.318 	0.326 
17.3   	0.320 	0.328 
17.4   	0.322 	0.330 
17.5   	0.324 	0.332 
17.6   	0.326 	0.334 
17.7   	0.328 	0.336 
17.8   	0.330 	0.338 
17.9   	0.331 	0.340 
18.0   	0.333 	0.343 
18.1   	0.335 	0.345 
18.2   	0.337 	0.347 
18.3   	0.339 	0.349 
18.4   	0.341 	0.351 
18.5   	0.343 	0.353 
18.6   	0.345 	0.355 
18.7   	0.346 	0.357 
18.8   	0.348 	0.359 
18.9   	0.350 	0.361 
19.0   	0.352 	0.363 
19.1   	0.354 	0.365 
19.2   	0.356 	0.367 
19.3   	0.358 	0.369 
19.4   	0.360 	0.371 
19.5   	0.361 	0.373 
19.6   	0.363 	0.375 
19.7   	0.365 	0.377 
19.8   	0.367 	0.380 
19.9   	0.369 	0.382 
20.0   	0.371 	0.384 
20.1   	0.373 	0.386 
20.2   	0.375 	0.388 
20.3   	0.377 	0.390 
20.4   	0.378 	0.392 
20.5   	0.380 	0.394 
20.6   	0.382 	0.396 
20.7   	0.384 	0.398 
20.8   	0.386 	0.400 
20.9   	0.388 	0.403 
21.0   	0.390 	0.405 
21.1   	0.392 	0.407 
21.2   	0.393 	0.409 
21.3   	0.395 	0.411 
21.4   	0.397 	0.413 
21.5   	0.399 	0.415 
21.6   	0.401 	0.417 
21.7   	0.403 	0.420 
21.8   	0.405 	0.422 
21.9   	0.407 	0.424 
22.0   	0.409 	0.426 
22.1   	0.410 	0.428 
22.2   	0.412 	0.430 
22.3   	0.414 	0.432 
22.4   	0.416 	0.435 
22.5   	0.418 	0.437 
22.6   	0.420 	0.439 
22.7   	0.422 	0.441 
22.8   	0.424 	0.443 
22.9   	0.426 	0.445 
23.0   	0.427 	0.447 
23.1   	0.429 	0.450 
23.2   	0.431 	0.452 
23.3   	0.433 	0.454 
23.4   	0.435 	0.456 
23.5   	0.437 	0.458 
23.6   	0.439 	0.461 
23.7   	0.441 	0.463 
23.8   	0.443 	0.465 
23.9   	0.445 	0.467 
24.0   	0.446 	0.469 
24.1   	0.448 	0.472 
24.2   	0.450 	0.474 
24.3   	0.452 	0.476 
24.4   	0.454 	0.478 
24.5   	0.456 	0.480 
24.6   	0.458 	0.483 
24.7   	0.460 	0.485 
24.8   	0.462 	0.487 
24.9   	0.463 	0.489 
25.0   	0.465 	0.492 
25.1   	0.467 	0.494 
25.2   	0.469 	0.496 
25.3   	0.471 	0.498 
25.4   	0.473 	0.501 
25.5   	0.475 	0.503 
25.6   	0.477 	0.505 
25.7   	0.479 	0.507 
25.8   	0.481 	0.510 
25.9   	0.482 	0.512 
26.0   	0.484 	0.514 
26.1   	0.486 	0.516 
26.2   	0.488 	0.519 
26.3   	0.490 	0.521 
26.4   	0.492 	0.523 
26.5   	0.494 	0.526 
26.6   	0.496 	0.528 
26.7   	0.498 	0.530 
26.8   	0.500 	0.533 
26.9   	0.502 	0.535 
27.0   	0.503 	0.537 
27.1   	0.505 	0.539 
27.2   	0.507 	0.542 
27.3   	0.509 	0.544 
27.4   	0.511 	0.546 
27.5   	0.513 	0.549 
27.6   	0.515 	0.551 
27.7   	0.517 	0.553 
27.8   	0.519 	0.556 
27.9   	0.521 	0.558 
28.0   	0.523 	0.561 
28.1   	0.524 	0.563 
28.2   	0.526 	0.565 
28.3   	0.528 	0.568 
28.4   	0.530 	0.570 
28.5   	0.532 	0.572 
28.6   	0.534 	0.575 
28.7   	0.536 	0.577 
28.8   	0.538 	0.580 
28.9   	0.540 	0.582 
29.0   	0.542 	0.584 
29.1   	0.544 	0.587 
29.2   	0.545 	0.589 
29.3   	0.547 	0.592 
29.4   	0.549 	0.594 
29.5   	0.551 	0.596 
29.6   	0.553 	0.599 
29.7   	0.555 	0.601 
29.8   	0.557 	0.604 
29.9   	0.559 	0.606 
30.0   	0.561 	0.609 
30.1   	0.563 	0.611 
30.2   	0.565 	0.614 
30.3   	0.567 	0.616 
30.4   	0.568 	0.618 
30.5   	0.570 	0.621 
30.6   	0.572 	0.623 
30.7   	0.574 	0.626 
30.8   	0.576 	0.628 
30.9   	0.578 	0.631 
31.0   	0.580 	0.633 
31.1   	0.582 	0.636 
31.2   	0.584 	0.638 
31.3   	0.586 	0.641 
31.4   	0.588 	0.643 
31.5   	0.590 	0.646 
31.6   	0.592 	0.649 
31.7   	0.593 	0.651 
31.8   	0.595 	0.654 
31.9   	0.597 	0.656 
32.0   	0.599 	0.659 
32.1   	0.601 	0.661 
32.2   	0.603 	0.664 
32.3   	0.605 	0.666 
32.4   	0.607 	0.669 
32.5   	0.609 	0.672 
32.6   	0.611 	0.674 
32.7   	0.613 	0.677 
32.8   	0.615 	0.679 
32.9   	0.617 	0.682 
33.0   	0.618 	0.685 
33.1   	0.620 	0.687 
33.2   	0.622 	0.690 
33.3   	0.624 	0.692 
33.4   	0.626 	0.695 
33.5   	0.628 	0.698 
33.6   	0.630 	0.700 
33.7   	0.632 	0.703 
33.8   	0.634 	0.706 
33.9   	0.636 	0.708 
34.0   	0.638 	0.711 
34.1   	0.640 	0.714 
34.2   	0.642 	0.716 
34.3   	0.644 	0.719 
34.4   	0.645 	0.722 
34.5   	0.647 	0.725 
34.6   	0.649 	0.727 
34.7   	0.651 	0.730 
34.8   	0.653 	0.733 
34.9   	0.655 	0.735 
35.0   	0.657 	0.738 
35.1   	0.659 	0.741 
35.2   	0.661 	0.744 
35.3   	0.663 	0.746 
35.4   	0.665 	0.749 
35.5   	0.667 	0.752 
35.6   	0.669 	0.755 
35.7   	0.671 	0.758 
35.8   	0.672 	0.760 
35.9   	0.674 	0.763 
36.0   	0.676 	0.766 
36.1   	0.678 	0.769 
36.2   	0.680 	0.772 
36.3   	0.682 	0.774 
36.4   	0.684 	0.777 
36.5   	0.686 	0.780 
36.6   	0.688 	0.783 
36.7   	0.690 	0.786 
36.8   	0.692 	0.789 
36.9   	0.694 	0.792 
37.0   	0.696 	0.794 
37.1   	0.698 	0.797 
37.2   	0.700 	0.800 
37.3   	0.702 	0.803 
37.4  	0.703 	0.806 
37.5   	0.705 	0.809 
37.6   	0.707 	0.812 
37.7   	0.709 	0.815 
37.8   	0.711 	0.818 
37.9   	0.713 	0.821 
38.0   	0.715 	0.824 
38.1   	0.717 	0.827 
38.2   	0.719 	0.830 
38.3   	0.721 	0.833 
38.4   	0.723 	0.836 
38.5   	0.725 	0.839 
38.6   	0.727 	0.842 
38.7   	0.729 	0.845 
38.8   	0.731 	0.848 
38.9   	0.733 	0.851 
39.0   	0.734 	0.854 
39.1   	0.736 	0.857 
39.2   	0.738 	0.860 
39.3   	0.740 	0.863 
39.4   	0.742 	0.866 
39.5   	0.744 	0.869 
39.6   	0.746 	0.872 
39.7   	0.748 	0.875 
39.8   	0.750 	0.878 
39.9   	0.752 	0.881 
40.0   	0.754 	0.885 
40.1   	0.756 	0.888 
40.2   	0.758 	0.891 
40.3   	0.760 	0.894 
40.4   	0.762 	0.897 
40.5   	0.764 	0.900 
40.6   	0.766 	0.904 
40.7   	0.767 	0.907 
40.8   	0.769 	0.910 
40.9   	0.771 	0.913 
41.0   	0.773 	0.916 
41.1   	0.775 	0.920 
41.2   	0.777 	0.923 
41.3   	0.779 	0.926 
41.4   	0.781 	0.929 
41.5   	0.783 	0.933 
41.6   	0.785 	0.936 
41.7   	0.787 	0.939 
41.8   	0.789 	0.943 
41.9   	0.791 	0.946 
42.0   	0.793 	0.949 
42.1   	0.795 	0.953 
42.2   	0.797 	0.956 
42.3   	0.799 	0.959 
42.4   	0.800 	0.963 
42.5   	0.802 	0.966 
42.6   	0.804 	0.969 
42.7   	0.806 	0.973 
42.8   	0.808 	0.976 
42.9   	0.810 	0.980 
43.0   	0.812 	0.983 
43.1   	0.814 	0.987 
43.2   	0.816 	0.990 
43.3   	0.818 	0.993 
43.4   	0.820 	0.997 
43.5   	0.822 	1.000 
43.6   	0.824 	1.004 
43.7   	0.826 	1.007 
43.8   	0.828 	1.011 
43.9   	0.830 	1.014 
44.0   	0.832 	1.018 
44.1   	0.834 	1.022 
44.2   	0.835 	1.025 
44.3   	0.837 	1.029 
44.4   	0.839 	1.032 
44.5   	0.841 	1.036 
44.6   	0.843 	1.040 
44.7   	0.845 	1.043 
44.8   	0.847 	1.047 
44.9   	0.849 	1.051 
45.0   	0.851 	1.054 
45.1   	0.853 	1.058 
45.2   	0.855 	1.062 
45.3   	0.857 	1.065 
45.4   	0.859 	1.069 
45.5   	0.861 	1.073 
45.6   	0.863 	1.077 
45.7   	0.865 	1.080 
45.8   	0.867 	1.084 
45.9   	0.869 	1.088 
46.0   	0.870 	1.092 
46.1   	0.872 	1.095 
46.2   	0.874 	1.099 
46.3   	0.876 	1.103 
46.4   	0.878 	1.107 
46.5   	0.880 	1.111 
46.6   	0.882 	1.115 
46.7   	0.884 	1.119 
46.8   	0.886 	1.123 
46.9   	0.888 	1.127 
47.0   	0.890 	1.130 
47.1   	0.892 	1.134 
47.2   	0.894 	1.138 
47.3   	0.896 	1.142 
47.4   	0.898 	1.146 
47.5   	0.900 	1.150 
47.6   	0.902 	1.154 
47.7   	0.903 	1.159 
47.8   	0.905 	1.163 
47.9   	0.907 	1.167 
48.0   	0.909 	1.171 
48.1   	0.911 	1.175 
48.2   	0.913 	1.179 
48.3   	0.915 	1.183 
48.4   	0.917 	1.187 
48.5   	0.919 	1.192 
48.6   	0.921 	1.196 
48.7   	0.923 	1.200 
48.8   	0.925 	1.204 
48.9   	0.927 	1.208 
49.0   	0.929 	1.213 
49.1   	0.931 	1.217 
49.2   	0.933 	1.221 
49.3   	0.935 	1.226 
49.4   	0.936 	1.230 
49.5   	0.938 	1.234 
49.6   	0.940 	1.239 
49.7   	0.942 	1.243 
49.8   	0.944 	1.247 
49.9   	0.946 	1.252 
50.0   	0.948 	1.256 
50.1   	0.950 	1.261 
50.2   	0.952 	1.265 
50.3   	0.954 	1.270 
50.4   	0.956 	1.274 
50.5   	0.958 	1.279 
50.6   	0.960 	1.283 
50.7   	0.962 	1.288 
50.8   	0.964 	1.293 
50.9   	0.966 	1.297 
51.0   	0.968 	1.302 
51.1   	0.969 	1.306 
51.2   	0.971 	1.311 
51.3   	0.973 	1.316 
51.4   	0.975 	1.321 
51.5   	0.977 	1.325 
51.6   	0.979 	1.330 
51.7   	0.981 	1.335 
51.8   	0.983 	1.340 
51.9   	0.985 	1.344 
52.0   	0.987 	1.349 
52.1   	0.989 	1.354 
52.2   	0.991 	1.359 
52.3   	0.993 	1.364 
52.4   	0.995 	1.369 
52.5   	0.997 	1.374 
52.6   	0.998 	1.379 
52.7   	1.000 	1.384 
52.8   	1.002 	1.389 
52.9   	1.004 	1.394 
53.0   	1.006 	1.399 
53.1   	1.008 	1.404 
53.2   	1.010 	1.409 
53.3   	1.012 	1.414 
53.4   	1.014 	1.419 
53.5   	1.016 	1.425 
53.6   	1.018 	1.430 
53.7   	1.020 	1.435 
53.8   	1.022 	1.440 
53.9   	1.024 	1.446 
54.0   	1.026 	1.451 
54.1   	1.027 	1.456 
54.2   	1.029 	1.462 
54.3   	1.031 	1.467 
54.4   	1.033 	1.472 
54.5   	1.035 	1.478 
54.6   	1.037 	1.483 
54.7   	1.039 	1.489 
54.8   	1.041 	1.494 
54.9   	1.043 	1.500 
55.0   	1.045 	1.506 
55.1   	1.047 	1.511 
55.2   	1.049 	1.517 
55.3   	1.051 	1.522 
55.4   	1.053 	1.528 
55.5   	1.054 	1.534 
55.6   	1.056 	1.540 
55.7   	1.058 	1.545 
55.8   	1.060 	1.551 
55.9   	1.062 	1.557 
56.0   	1.064 	1.563 
56.1   	1.066 	1.569 
56.2   	1.068 	1.575 
56.3   	1.070 	1.581 
56.4   	1.072 	1.587 
56.5   	1.074 	1.593 
56.6   	1.076 	1.599 
56.7   	1.078 	1.605 
56.8   	1.079 	1.611 
56.9   	1.081 	1.617 
57.0   	1.083 	1.623 
57.1   	1.085 	1.630 
57.2   	1.087 	1.636 
57.3   	1.089 	1.642 
57.4   	1.091 	1.648 
57.5   	1.093 	1.655 
57.6   	1.095 	1.661 
57.7   	1.097 	1.668 
57.8   	1.099 	1.674 
57.9   	1.101 	1.681 
58.0   	1.102 	1.687 
58.1   	1.104 	1.694 
58.2   	1.106 	1.700 
58.3   	1.108 	1.707 
58.4   	1.110 	1.714 
58.5   	1.112 	1.720 
58.6   	1.114 	1.727 
58.7   	1.116 	1.734 
58.8   	1.118 	1.741 
58.9   	1.120 	1.748 
59.0   	1.122 	1.754 
59.1   	1.124 	1.761 
59.2   	1.125 	1.768 
59.3   	1.127 	1.775 
59.4   	1.129 	1.783 
59.5   	1.131 	1.790 
59.6   	1.133 	1.797 
59.7   	1.135 	1.804 
59.8   	1.137 	1.811 
59.9   	1.139 	1.819 
60.0   	1.141 	1.826 
60.1   	1.143 	1.833 
60.2   	1.144 	1.841 
60.3   	1.146 	1.848 
60.4   	1.148 	1.856 
60.5   	1.150 	1.863 
60.6   	1.152 	1.871 
60.7   	1.154 	1.879 
60.8   	1.156 	1.886 
60.9   	1.158 	1.894 
61.0   	1.160 	1.902 
61.1   	1.162 	1.910 
61.2   	1.164 	1.918 
61.3   	1.165 	1.926 
61.4   	1.167 	1.934 
61.5   	1.169 	1.942 
61.6   	1.171 	1.950 
61.7   	1.173 	1.958 
61.8   	1.175 	1.966 
61.9   	1.177 	1.974 
62.0   	1.179 	1.983 
62.1   	1.181 	1.991 
62.2   	1.183 	1.999 
62.3   	1.184 	2.008 
62.4   	1.186 	2.016 
62.5   	1.188 	2.025 
62.6   	1.190 	2.034 
62.7   	1.192 	2.042 
62.8   	1.194 	2.051 
62.9   	1.196 	2.060 
63.0   	1.198 	2.069 
63.1   	1.200 	2.078 
63.2  	1.201 	2.087 
63.3   	1.203 	2.096 
63.4   	1.205 	2.105 
63.5   	1.207 	2.114 
63.6   	1.209 	2.124 
63.7   	1.211 	2.133 
63.8   	1.213 	2.142 
63.9   	1.215 	2.152 
64.0   	1.217 	2.161 
64.1   	1.218 	2.171 
64.2   	1.220 	2.181 
64.3   	1.222 	2.190 
64.4   	1.224 	2.200 
64.5   	1.226 	2.210 
64.6   	1.228 	2.220 
64.7   	1.230 	2.230 
64.8   	1.232 	2.240 
64.9   	1.234 	2.250 
65.0   	1.235 	2.261 
65.1   	1.237 	2.271 
65.2   	1.239 	2.281 
65.3   	1.241 	2.292 
65.4   	1.243 	2.303 
65.5   	1.245 	2.313 
65.6   	1.247 	2.324 
65.7   	1.249 	2.335 
65.8   	1.250 	2.346 
65.9   	1.252 	2.357 
66.0   	1.254 	2.368 
66.1   	1.256 	2.379 
66.2   	1.258 	2.390 
66.3   	1.260 	2.402 
66.4   	1.262 	2.413 
66.5   	1.264 	2.424 
66.6   	1.265 	2.436 
66.7   	1.267 	2.448 
66.8   	1.269 	2.460 
66.9   	1.271 	2.472 
67.0   	1.273 	2.484 
67.1   	1.275 	2.496 
67.2   	1.277 	2.508 
67.3   	1.279 	2.520 
67.4   	1.280 	2.533 
67.5   	1.282 	2.545 
67.6   	1.284 	2.558 
67.7   	1.286 	2.570 
67.8   	1.288 	2.583 
67.9   	1.290 	2.596 
68.0   	1.292 	2.609 
68.1   	1.293 	2.622 
68.2   	1.295 	2.636 
68.3   	1.297 	2.649 
68.4   	1.299 	2.663 
68.5   	1.301 	2.676 
68.6   	1.303 	2.690 
68.7   	1.305 	2.704 
68.8   	1.307 	2.718 
68.9   	1.308 	2.732 
69.0   	1.310 	2.746 
69.1   	1.312 	2.761 
69.2   	1.314 	2.775 
69.3   	1.316 	2.790 
69.4   	1.318 	2.805 
69.5   	1.320 	2.820 
69.6   	1.321 	2.835 
69.7   	1.323 	2.850 
69.8   	1.325 	2.865 
69.9   	1.327 	2.881 
70.0   	1.329 	2.896 
70.1   	1.331 	2.912 
70.2   	1.332 	2.928 
70.3   	1.334 	2.944 
70.4   	1.336 	2.961 
70.5   	1.338 	2.977 
70.6   	1.340 	2.994 
70.7   	1.342 	3.010 
70.8   	1.344 	3.027 
70.9   	1.345 	3.044 
71.0   	1.347 	3.062 
71.1   	1.349 	3.079 
71.2   	1.351 	3.097 
71.3   	1.353 	3.114 
71.4   	1.355 	3.132 
71.5   	1.356 	3.151 
71.6   	1.358 	3.169 
71.7   	1.360 	3.188 
71.8   	1.362 	3.206 
71.9   	1.364 	3.225 
72.0   	1.366 	3.244 
72.1   	1.368 	3.264 
72.2   	1.369 	3.283 
72.3   	1.371 	3.303 
72.4   	1.373 	3.323 
72.5   	1.375 	3.343 
72.6   	1.377 	3.364 
72.7   	1.379 	3.385 
72.8   	1.380 	3.406 
72.9   	1.382 	3.427 
73.0   	1.384 	3.448 
73.1   	1.386 	3.470 
73.2   	1.388 	3.492 
73.3   	1.390 	3.514 
73.4   	1.391 	3.536 
73.5   	1.393 	3.559 
73.6   	1.395 	3.582 
73.7   	1.397 	3.605 
73.8   	1.399 	3.629 
73.9   	1.400 	3.652 
74.0   	1.402 	3.676 
74.1   	1.404 	3.701 
74.2   	1.406 	3.725 
74.3   	1.408 	3.750 
74.4   	1.410 	3.776 
74.5   	1.411 	3.801 
74.6   	1.413 	3.827 
74.7   	1.415 	3.854 
74.8   	1.417 	3.880 
74.9   	1.419 	3.907 
75.0   	1.421 	3.934 
75.1   	1.422 	3.962 
75.2   	1.424 	3.990 
75.3   	1.426 	4.018 
75.4   	1.428 	4.047 
75.5   	1.430 	4.076 
75.6   	1.431 	4.106 
75.7   	1.433 	4.136 
75.8   	1.435 	4.166 
75.9   	1.437 	4.197 
76.0   	1.439 	4.228 
76.1   	1.440 	4.260 
76.2   	1.442 	4.292 
76.3   	1.444 	4.325 
76.4   	1.446 	4.358 
76.5   	1.448 	4.391 
76.6   	1.450 	4.425 
76.7   	1.451 	4.460 
76.8   	1.453 	4.495 
76.9   	1.455 	4.530 
77.0   	1.457 	4.566 
77.1   	1.459 	4.603 
77.2   	1.460 	4.640 
77.3   	1.462 	4.678 
77.4   	1.464 	4.716 
77.5   	1.466 	4.755 
77.6   	1.468 	4.795 
77.7   	1.469 	4.835 
77.8   	1.471 	4.876 
77.9   	1.473 	4.917 
78.0   	1.475 	4.960 
78.1   	1.477 	5.003 
78.2   	1.478 	5.046 
78.3   	1.480 	5.091 
78.4   	1.482 	5.136 
78.5   	1.484 	5.182 
78.6   	1.485 	5.228 
78.7   	1.487 	5.276 
78.8   	1.489 	5.324 
78.9   	1.491 	5.373 
79.0   	1.493 	5.423 
79.1   	1.494 	5.474 
79.2   	1.496 	5.526 
79.3   	1.498 	5.579 
79.4   	1.500 	5.633 
79.5   	1.502 	5.688 
79.6   	1.503 	5.744 
79.7   	1.505 	5.801 
79.8   	1.507 	5.859 
79.9   	1.509 	5.918 
80.0   	1.511 	5.979 
80.1   	1.512 	6.040 
80.2   	1.514 	6.103 
80.3   	1.516 	6.167 
80.4   	1.518 	6.233 
80.5   	1.519 	6.300 
80.6   	1.521 	6.368 
80.7   	1.523 	6.438 
80.8   	1.525 	6.509 
80.9   	1.527 	6.582 
81.0   	1.528 	6.656 
81.1   	1.530 	6.732 
81.2   	1.532 	6.810 
81.3   	1.534 	6.889 
81.4   	1.535 	6.971 
81.5   	1.537 	7.054 
81.6   	1.539 	7.139 
81.7   	1.541 	7.226 
81.8   	1.542 	7.316 
81.9   	1.544 	7.407 
82.0   	1.546 	7.501 
82.1   	1.548 	7.597 
82.2   	1.550 	7.696 
82.3   	1.551 	7.797 
82.4   	1.553 	7.901 
82.5   	1.555 	8.007 
82.6   	1.557 	8.117 
82.7   	1.558 	8.229 
82.8   	1.560 	8.345 
82.9   	1.562 	8.464 
83.0   	1.564 	8.586 
83.1   	1.565 	8.711 
83.2   	1.567 	8.841 
83.3   	1.569 	8.974 
83.4   	1.571 	9.111 
83.5   	1.572 	9.253 
83.6   	1.574 	9.398 
83.7   	1.576 	9.549 
83.8   	1.578 	9.704 
83.9   	1.579 	9.864 
84.0   	1.581 	10.030 
84.1   	1.583 	10.201 
84.2   	1.585 	10.378 
84.3   	1.586 	10.562 
84.4   	1.588 	10.752 
84.5   	1.590 	10.948 
84.6   	1.592 	11.152 
84.7   	1.593 	11.364 
84.8   	1.595 	11.584 
84.9   	1.597 	11.812 
85.0   	1.599 	12.050 
85.1   	1.600 	12.297 
85.2   	1.602 	12.554 
85.3   	1.604 	12.822 
85.4   	1.606 	13.102 
85.5   	1.607 	13.395 
85.6   	1.609 	13.701 
85.7   	1.611 	14.020 
85.8   	1.613 	14.355 
85.9   	1.614 	14.707 
86.0   	1.616 	15.076 
86.1   	1.618 	15.464 
86.2   	1.620 	15.872 
86.3   	1.621 	16.302 
86.4   	1.623 	16.756 
86.5   	1.625 	17.236 
86.6   	1.627 	17.744 
86.7   	1.628 	18.283 
86.8   	1.630 	18.856 
86.9   	1.632 	19.465 
87.0   	1.633 	20.115 
87.1   	1.635 	20.810 
87.2   	1.637 	21.555 
87.3   	1.639 	22.354 
87.4   	1.640 	23.215 
87.5   	1.642 	24.145 
87.6   	1.644 	25.152 
87.7   	1.646 	26.247 
87.8   	1.647 	27.442 
87.9   	1.649 	28.750 
88.0   	1.651 	30.188 
88.1   	1.652 	31.778 
88.2   	1.654 	33.545 
88.3   	1.656 	35.520 
88.4   	1.658 	37.741 
88.5   	1.659 	40.258 
88.6   	1.661 	43.135 
88.7   	1.663 	46.454 
88.8   	1.664 	50.327 
88.9   	1.666 	54.903 
89.0   	1.668 	60.395 
89.1   	1.670 	67.107 
89.2   	1.671 	75.497 
89.3   	1.673 	86.283 
89.4   	1.675 	100.665 
89.5   	1.676 	120.799 
89.6   	1.678 	151.001 
89.7   	1.680 	201.336 
89.8   	1.682 	302.005 
89.9   	1.683 	604.011 
90.0 1.685 17209343011066000.000,
90.1 1.687 -604.011
90.2 1.688 -302.005
90.3 1.690 -201.336
90.4 1.692 -151.001
90.5 1.694 -120.799
90.6 1.695 -100.665
90.7 1.697 -86.283
90.8 1.699 -75.497
90.9 1.700 -67.107
91.0 1.702 -60.395
91.1 1.704 -54.903
91.2 1.705 -50.327
91.3 1.707 -46.454
91.4 1.709 -43.135
91.5 1.710 -40.258
91.6 1.712 -37.741
91.7 1.714 -35.520
91.8 1.716 -33.545
91.9 1.717 -31.778
92.0 1.719 -30.188
92.1 1.721 -28.750
92.2 1.722 -27.442
92.3 1.724 -26.247
92.4 1.726 -25.152
92.5 1.727 -24.145
92.6 1.729 -23.215
92.7 1.731 -22.354
92.8 1.732 -21.555
92.9 1.734 -20.810
93.0 1.736 -20.115
93.1 1.737 -19.465
93.2 1.739 -18.856
93.3 1.741 -18.283
93.4 1.742 -17.744
93.5 1.744 -17.236
93.6 1.746 -16.756
93.7 1.747 -16.302
